site_location_name,site_unique,visit_start_date,transect,point_number,substrate,standardised_name,dead,family,growth_form,height,genus,specific_epithet,rank,hits_unique,photo_start,photo-end
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S4-N4,96,Litter,Sclerolaena divaricata,FALSE,Chenopodiaceae,Chenopod,0.34,Sclerolaena,divaricata,Species,S4-N4 96,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S4-N4,97,Litter,Dead shrub,TRUE,Chenopodiaceae,Chenopod,0.43,Dead,NA,Family,S4-N4 97,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S4-N4,97,Litter,Convolvulus ?remotus,TRUE,Convolvulaceae,Vine,0.43,Convolvulus,?remotus,Species,S4-N4 97,1840,1845
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S4-N4,98,Bare,Sida fibulifera,FALSE,Malvaceae,Forb,0.31,Sida,fibulifera,Species,S4-N4 98,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S4-N4,99,Bare,Brachyscome ciliaris,TRUE,Asteraceae,Forb,0.23,Brachyscome,ciliaris,Species,S4-N4 99,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S4-N4,100,Bare,Maireana astrotricha,TRUE,Chenopodiaceae,Chenopod,0.47,Maireana,astrotricha,Species,S4-N4 100,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,0,Gravel,NA,,,,,NA,NA,NA,S5-N5 0,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,1,Rock,NA,,,,,NA,NA,NA,S5-N5 1,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,2,Gravel,NA,,,,,NA,NA,NA,S5-N5 2,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,3,Gravel,NA,,,,,NA,NA,NA,S5-N5 3,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,4,Gravel,NA,,,,,NA,NA,NA,S5-N5 4,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,5,Gravel,NA,,,,,NA,NA,NA,S5-N5 5,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,6,Rock,NA,,,,,NA,NA,NA,S5-N5 6,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,7,Rock,NA,,,,,NA,NA,NA,S5-N5 7,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,8,Bare,Dead shrub,TRUE,Chenopodiaceae,Chenopod,0.28,Dead,NA,Family,S5-N5 8,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,9,Rock,NA,,,,,NA,NA,NA,S5-N5 9,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,10,Gravel,NA,,,,,NA,NA,NA,S5-N5 10,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,11,Gravel,Dead grass,TRUE,Poaceae,Grass,0.11,Dead,NA,Family,S5-N5 11,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,12,Gravel,NA,,,,,NA,NA,NA,S5-N5 12,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,13,Rock,NA,,,,,NA,NA,NA,S5-N5 13,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,14,Gravel,Maireana astrotricha,,,,0.31,Maireana,astrotricha,Species,S5-N5 14,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,15,Rock,Maireana astrotricha,,,,0.5,Maireana,astrotricha,Species,S5-N5 15,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,16,Gravel,Sclerolaena ventricosa,TRUE,Chenopodiaceae,Chenopod,0.16,Sclerolaena,ventricosa,Species,S5-N5 16,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,17,Gravel,Enneapogon,TRUE,Poaceae,Grass,0.08,Enneapogon,NA,Genus,S5-N5 17,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,17,Gravel,Brachyscome ciliaris,TRUE,Asteraceae,Forb,0.09,Brachyscome,ciliaris,Species,S5-N5 17,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,18,Bare,Maireana pyramidata,FALSE,Chenopodiaceae,Chenopod,0.64,Maireana,pyramidata,Species,S5-N5 18,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,19,Litter,Maireana pyramidata,FALSE,Chenopodiaceae,Chenopod,0.3,Maireana,pyramidata,Species,S5-N5 19,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,20,Litter,Sclerolaena longicuspis,TRUE,Chenopodiaceae,Chenopod,0.34,Sclerolaena,longicuspis,Species,S5-N5 20,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,21,Rock,NA,,,,,NA,NA,NA,S5-N5 21,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,22,Rock,NA,,,,,NA,NA,NA,S5-N5 22,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,23,Bare,Paper Daisy A,TRUE,Asteraceae,Forb,0.09,Paper,Daisy A,Species,S5-N5 23,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,24,Litter,Dead shrub,TRUE,Chenopodiaceae,Chenopod,0.2,Dead,NA,Family,S5-N5 24,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,25,Litter,Maireana pyramidata,FALSE,Chenopodiaceae,Chenopod,0.69,Maireana,pyramidata,Species,S5-N5 25,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,25,Litter,Paper Daisy C,TRUE,Asteraceae,Forb,0.65,Paper,Daisy C,Species,S5-N5 25,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,26,Litter,Maireana pyramidata,FALSE,Chenopodiaceae,Chenopod,0.55,Maireana,pyramidata,Species,S5-N5 26,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,26,Litter,Paper Daisy C,TRUE,Asteraceae,Forb,0.56,Paper,Daisy C,Species,S5-N5 26,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,27,Litter,Enneapogon,TRUE,Poaceae,Grass,0.15,Enneapogon,NA,Genus,S5-N5 27,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,27,Litter,Brachyscome ciliaris,TRUE,Asteraceae,Forb,0.29,Brachyscome,ciliaris,Species,S5-N5 27,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,28,Litter,Maireana astrotricha,FALSE,Chenopodiaceae,Chenopod,0.3,Maireana,astrotricha,Species,S5-N5 28,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,28,Litter,Convolvulus ?remotus,TRUE,Convolvulaceae,Vine,0.3,Convolvulus,?remotus,Species,S5-N5 28,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,29,Litter,Dead shrub,TRUE,Chenopodiaceae,Chenopod,0.32,Dead,NA,Family,S5-N5 29,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,30,Bare,Brachyscome ciliaris,TRUE,Asteraceae,Forb,0.25,Brachyscome,ciliaris,Species,S5-N5 30,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,31,Bare,Dead shrub,TRUE,Chenopodiaceae,Chenopod,0.22,Dead,NA,Family,S5-N5 31,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,32,Bare,Dead shrub,TRUE,Chenopodiaceae,Chenopod,0.14,Dead,NA,Family,S5-N5 32,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,33,Litter,Paper Daisy C,TRUE,Asteraceae,Forb,0.34,Paper,Daisy C,Species,S5-N5 33,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,34,Rock,NA,,,,,NA,NA,NA,S5-N5 34,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,35,Rock,Atriplex vesicaria,FALSE,Chenopodiaceae,Chenopod,0.42,Atriplex,vesicaria,Species,S5-N5 35,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,36,Gravel,Sclerolaena divaricata,FALSE,Chenopodiaceae,Chenopod,0.26,Sclerolaena,divaricata,Species,S5-N5 36,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,36,Gravel,Maireana pyramidata,FALSE,Chenopodiaceae,Chenopod,0.52,Maireana,pyramidata,Species,S5-N5 36,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,37,Rock,NA,,,,,NA,NA,NA,S5-N5 37,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,38,Rock,NA,,,,,NA,NA,NA,S5-N5 38,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,39,Rock,NA,,,,,NA,NA,NA,S5-N5 39,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,40,Rock,NA,,,,,NA,NA,NA,S5-N5 40,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,41,Rock,NA,,,,,NA,NA,NA,S5-N5 41,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,42,Rock,NA,,,,,NA,NA,NA,S5-N5 42,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,43,Rock,NA,,,,,NA,NA,NA,S5-N5 43,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,44,Rock,NA,,,,,NA,NA,NA,S5-N5 44,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,45,Rock,NA,,,,,NA,NA,NA,S5-N5 45,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,46,Rock,NA,,,,,NA,NA,NA,S5-N5 46,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,47,Gravel,Sclerolaena ventricosa,TRUE,Chenopodiaceae,Chenopod,0.2,Sclerolaena,ventricosa,Species,S5-N5 47,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,48,Gravel,Sclerolaena ventricosa,TRUE,Chenopodiaceae,Chenopod,0.33,Sclerolaena,ventricosa,Species,S5-N5 48,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,48,Gravel,Paper Daisy A,TRUE,Asteraceae,Forb,0.33,Paper,Daisy A,Species,S5-N5 48,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,48,Gravel,Sclerolaena ventricosa,TRUE,Chenopodiaceae,Chenopod,0.15,Sclerolaena,ventricosa,Species,S5-N5 48,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,49,Rock,NA,,,,,NA,NA,NA,S5-N5 49,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,50,Gravel,Sclerolaena ventricosa,TRUE,Chenopodiaceae,Chenopod,0.13,Sclerolaena,ventricosa,Species,S5-N5 50,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,51,Rock,NA,,,,,NA,NA,NA,S5-N5 51,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,52,Gravel,Sclerolaena ventricosa,TRUE,Chenopodiaceae,Chenopod,0.23,Sclerolaena,ventricosa,Species,S5-N5 52,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,52,Gravel,Pimelea simplex,TRUE,Thymelaeaceae,Forb,0.27,Pimelea,simplex,Species,S5-N5 52,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,53,Litter,Atriplex vesicaria,FALSE,Chenopodiaceae,Chenopod,0.4,Atriplex,vesicaria,Species,S5-N5 53,1854,1868
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,54,Litter,Atriplex vesicaria,FALSE,Chenopodiaceae,Chenopod,0.45,Atriplex,vesicaria,Species,S5-N5 54,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,54,Litter,Sclerolaena ventricosa,TRUE,Chenopodiaceae,Chenopod,0.25,Sclerolaena,ventricosa,Species,S5-N5 54,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,55,Bare,Sclerolaena ventricosa,TRUE,Chenopodiaceae,Chenopod,0.17,Sclerolaena,ventricosa,Species,S5-N5 55,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,56,Crypto,Sclerolaena ventricosa,TRUE,Chenopodiaceae,Chenopod,0.16,Sclerolaena,NA,Genus,S5-N5 56,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,57,Rock,Sclerolaena brachyptera,TRUE,Chenopodiaceae,Chenopod,0.1,Sclerolaena,brachyptera,Species,S5-N5 57,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,58,Rock,Dactyloctenium radulans,TRUE,Poaceae,Grass,0.14,Dactyloctenium,radulans,Species,S5-N5 58,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,59,Rock,Sclerolaena ventricosa,TRUE,Chenopodiaceae,Chenopod,0.25,Sclerolaena,ventricosa,Species,S5-N5 59,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,60,Rock,Enneapogon,TRUE,Poaceae,Grass,0.06,Enneapogon,NA,Genus,S5-N5 60,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,61,Rock,Dead grass,TRUE,Poaceae,Grass,0.27,Dead,NA,Family,S5-N5 61,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,61,Rock,Boerhavia,TRUE,Nyctaginaceae,Vine,0.15,Boerhavia,NA,Genus,S5-N5 61,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,61,Rock,Dead shrub,TRUE,Chenopodiaceae,Chenopod,0.27,Dead,NA,Family,S5-N5 61,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,62,Rock,Boerhavia,TRUE,Nyctaginaceae,Vine,0.03,Boerhavia,NA,Genus,S5-N5 62,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,63,Bare,Paper Daisy A,TRUE,Asteraceae,Forb,0.07,Paper,Daisy A,Species,S5-N5 63,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,64,Bare,Paper Daisy A,TRUE,Asteraceae,Forb,0.025,Paper,Daisy A,Species,S5-N5 64,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,65,Rock,Sclerolaena ventricosa,TRUE,Chenopodiaceae,Chenopod,0.1,Sclerolaena,ventricosa,Species,S5-N5 65,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,65,Rock,Trianthema triquetrum,FALSE,Aizoaceae,Forb,0.04,Trianthema,triquetrum,Species,S5-N5 65,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,65,Rock,Boerhavia,TRUE,Nyctaginaceae,Vine,0.08,Boerhavia,NA,Genus,S5-N5 65,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,66,Litter,Dactyloctenium radulans,TRUE,Poaceae,Grass,0.08,Dactyloctenium,radulans,Species,S5-N5 66,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,66,Litter,Sclerolaena ventricosa,TRUE,Chenopodiaceae,Chenopod,0.06,Sclerolaena,ventricosa,Species,S5-N5 66,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,67,Litter,Enneapogon,TRUE,Poaceae,Grass,0.23,Enneapogon,NA,Genus,S5-N5 67,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,67,Litter,Sclerolaena ventricosa,TRUE,Chenopodiaceae,Chenopod,0.14,Sclerolaena,ventricosa,Species,S5-N5 67,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,68,Gravel,Sclerolaena ventricosa,TRUE,Chenopodiaceae,Chenopod,0.08,Sclerolaena,ventricosa,Species,S5-N5 68,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,68,Gravel,Plantago drumondii,TRUE,Plantaginaceae,Forb,0.06,Plantago,drumondii,Species,S5-N5 68,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,69,Litter,Paper Daisy A,TRUE,Asteraceae,Forb,0.43,Paper,Daisy A,Species,S5-N5 69,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,70,Litter,Portulaca oleareaca,FALSE,Portulacaceae,Forb,0.14,Portulaca,oleareaca,Species,S5-N5 70,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,70,Litter,Abutilon malvifolium,FALSE,Malvaceae,Forb,0.17,Abutilon,malvifolium ,Species,S5-N5 70,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,71,Rock,NA,,,,,NA,NA,NA,S5-N5 71,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,72,Rock,Abutilon malvifolium,FALSE,Malvaceae,Forb,0.18,Abutilon,malvifolium ,Species,S5-N5 72,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,73,Rock,Dactyloctenium radulans,TRUE,Poaceae,Grass,0.16,Dactyloctenium,radulans,Species,S5-N5 73,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,74,Rock,Dead shrub,TRUE,Chenopodiaceae,Chenopod,0.21,Dead,NA,Family,S5-N5 74,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,75,Crypto,NA,,,,,NA,NA,NA,S5-N5 75,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,76,Gravel,Sclerolaena brachyptera,TRUE,Chenopodiaceae,Chenopod,0.12,Sclerolaena,brachyptera,Species,S5-N5 76,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,76,Gravel,Sclerolaena divaricata,TRUE,Chenopodiaceae,Chenopod,0.14,Sclerolaena,divaricata,Species,S5-N5 76,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,77,Litter,Atriplex vesicaria,FALSE,Chenopodiaceae,Chenopod,0.36,Atriplex,vesicaria,Species,S5-N5 77,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,78,Gravel,Atriplex vesicaria,FALSE,Chenopodiaceae,Chenopod,0.18,Atriplex,vesicaria,Species,S5-N5 78,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,79,Litter,Sclerolaena longicuspis,TRUE,Chenopodiaceae,Chenopod,0.32,Sclerolaena,longicuspis,Species,S5-N5 79,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,80,Litter,Sclerolaena ventricosa,FALSE,Chenopodiaceae,Chenopod,0.06,Sclerolaena,ventricosa,Species,S5-N5 80,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,81,Rock,Sclerolaena brachyptera,FALSE,Chenopodiaceae,Chenopod,0.08,Sclerolaena,brachyptera,Species,S5-N5 81,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,82,Rock,Dactyloctenium radulans,TRUE,Poaceae,Grass,0.1,Dactyloctenium,radulans,Species,S5-N5 82,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,83,Crypto,Sclerolaena ventricosa,FALSE,Chenopodiaceae,Chenopod,0.09,Sclerolaena,ventricosa,Species,S5-N5 83,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,83,Crypto,Plantago drumondii,TRUE,Plantaginaceae,Forb,0.07,Plantago,drumondii,Species,S5-N5 83,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,84,Gravel,NA,,,,,NA,NA,NA,S5-N5 84,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,85,Rock,NA,,,,,NA,NA,NA,S5-N5 85,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,86,Rock,Sclerolaena brachyptera,TRUE,Chenopodiaceae,Chenopod,0.06,Sclerolaena,brachyptera,Species,S5-N5 86,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,87,Rock,Atriplex vesicaria,TRUE,Chenopodiaceae,Chenopod,0.33,Atriplex,vesicaria,Species,S5-N5 87,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,88,Rock,Sclerolaena divaricata,TRUE,Chenopodiaceae,Chenopod,0.22,Sclerolaena,divaricata,Species,S5-N5 88,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,89,Rock,Atriplex vesicaria,FALSE,Chenopodiaceae,Chenopod,0.29,Atriplex,vesicaria,Species,S5-N5 89,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,90,Rock,Sclerolaena brachyptera,TRUE,Chenopodiaceae,Chenopod,0.05,Sclerolaena,brachyptera,Species,S5-N5 90,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,91,Rock,Atriplex vesicaria,FALSE,Chenopodiaceae,Chenopod,0.32,Atriplex,vesicaria,Species,S5-N5 91,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,92,Rock,Sclerolaena ventricosa,TRUE,Chenopodiaceae,Chenopod,0.15,Sclerolaena,ventricosa,Species,S5-N5 92,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,93,Litter,Sclerolaena longicuspis,FALSE,Chenopodiaceae,Chenopod,0.34,Sclerolaena,longicuspis,Species,S5-N5 93,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,94,Gravel,Sclerolaena longicuspis,FALSE,Chenopodiaceae,Chenopod,0.34,Sclerolaena,longicuspis,Species,S5-N5 94,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,95,Rock,Sclerolaena longicuspis,FALSE,Chenopodiaceae,Chenopod,0.15,Sclerolaena,longicuspis,Species,S5-N5 95,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,96,Rock,Sclerolaena brachyptera,TRUE,Chenopodiaceae,Chenopod,0.09,Sclerolaena,brachyptera,Species,S5-N5 96,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,97,Rock,Sclerolaena brachyptera,TRUE,Chenopodiaceae,Chenopod,0.09,Sclerolaena,brachyptera,Species,S5-N5 97,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,98,Rock,Sclerolaena brachyptera,TRUE,Chenopodiaceae,Chenopod,0.22,Sclerolaena,brachyptera,Species,S5-N5 98,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,99,Rock,NA,,,,,NA,NA,NA,S5-N5 99,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,S5-N5,100,Rock,Plantago drumondii,TRUE,Plantaginaceae,Forb,0.04,Plantago,drumondii,Species,S5-N5 100,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,E1-W1,0,Litter,Hibiscus brachysiphonius,FALSE,Malvaceae,Forb,0.15,Hibiscus,brachysiphonius,Species,E1-W1 0,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,E1-W1,0,Litter,Paper Daisy C,TRUE,Asteraceae,Forb,0.35,Paper,Daisy C,Species,E1-W1 0,1941,1952
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,E1-W1,1,Rock,NA,,,,,NA,NA,NA,E1-W1 1,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,E1-W1,2,Rock,NA,,,,,NA,NA,NA,E1-W1 2,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,E1-W1,3,Rock,Sclerolaena divaricata,TRUE,Chenopodiaceae,Chenopod,0.25,Sclerolaena,divaricata,Species,E1-W1 3,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,E1-W1,4,Bare,Sida trichopoda,FALSE,Malvaceae,Forb,0.16,Sida,trichopoda,Species,E1-W1 4,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,E1-W1,5,Litter,Sclerolaena divaricata,TRUE,Chenopodiaceae,Chenopod,0.3,Sclerolaena,divaricata,Species,E1-W1 5,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,E1-W1,6,Litter,Sida fibulifera,FALSE,Malvaceae,Forb,0.22,Sida,fibulifera,Species,E1-W1 6,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,E1-W1,7,Litter,NA,,,,,NA,NA,NA,E1-W1 7,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,E1-W1,8,Bare,Brachyscome ciliaris,TRUE,Asteraceae,Forb,0.21,Brachyscome,ciliaris,Species,E1-W1 8,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,E1-W1,9,Gravel,NA,,,,,NA,NA,NA,E1-W1 9,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,E1-W1,10,Gravel,NA,,,,,NA,NA,NA,E1-W1 10,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,E1-W1,11,Gravel,NA,,,,,NA,NA,NA,E1-W1 11,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,E1-W1,12,Gravel,Dead shrub,TRUE,Chenopodiaceae,Chenopod,0.4,Dead,NA,Family,E1-W1 12,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,E1-W1,13,Rock,NA,,,,,NA,NA,NA,E1-W1 13,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,E1-W1,14,Gravel,Maireana astrotricha,FALSE,Chenopodiaceae,Chenopod,0.14,Maireana,astrotricha,Species,E1-W1 14,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,E1-W1,15,Rock,NA,,,,,NA,NA,NA,E1-W1 15,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,E1-W1,16,Rock,Enneapogon,TRUE,Poaceae,Grass,0.03,Enneapogon,NA,Genus,E1-W1 16,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,E1-W1,17,Bare,NA,,,,,NA,NA,NA,E1-W1 17,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,E1-W1,18,Crypto,Sclerolaena ventricosa,TRUE,Chenopodiaceae,Chenopod,0.06,Sclerolaena,ventricosa,Species,E1-W1 18,,
NSABHC0009,NSABHC0009-24018,2024-03-18T10:17:52,E1-W1,19,Crypto,NA,,,,,NA,NA,NA,E1-W1 19,,
